seconds,minutes,time_point,A_au,AA_au,AAA_au,AAB_au,AB_au,ABB_au,B_au,BB_au,BBB_au,A_au_std,AA_au_std,AAA_au_std,AAB_au_std,AB_au_std,ABB_au_std,B_au_std,BB_au_std,BBB_au_std
271.09999999999997,4.518333333333333,11,0.13509519294688377,0.06296136371940818,0.08759487314279818,0.18567298961774262,0.09018298787149519,0.13974251162977813,0.16082225965343885,0.047179952377625144,0.09074786904082995,0.014536679210981222,0.007777075202899565,0.004020486484306737,0.011992734778516,0.0033908383987171693,0.022075861847767646,0.022743508604243564,0.008419892005347401,0.007368826983747549
291.2,4.8533333333333335,12,0.12034683043473604,0.06088819152398051,0.08754043677443053,0.2026740248143417,0.08675273884110735,0.15618369491308606,0.14492690268079042,0.046945040922040965,0.09374213909548636,0.00471090639381041,0.005434584605433712,0.0007790743843393609,0.012874122025727247,0.002816615843587323,0.020607488413469554,0.017209850230487968,0.008411456794812679,0.00768756496957427
311.29999999999995,5.188333333333333,13,0.14071240494212708,0.06569656818757043,0.07860132392053577,0.18667246130887752,0.09614426747260657,0.1372671480606207,0.1682873314420883,0.046490090299977756,0.08012840436559583,0.02007272766582654,0.007344392634733381,0.0034855744959582584,0.009106168147924474,0.009454091515025796,0.019186926061389803,0.03318995266065701,0.01006964622959939,0.007616363078300879
331.4,5.5233333333333325,14,0.14096789239049554,0.05911345249402248,0.08042778998160675,0.1960586247516646,0.09350914319190562,0.13916402398284272,0.16051115742900202,0.05121201306657885,0.07903590271188139,0.010325145977019405,0.007124926281819069,0.00561190623720172,0.006702724721903185,0.009508702125164884,0.008585189627213413,0.021737667166099924,0.010394621202967956,0.004113803077495603
351.49999999999994,5.8583333333333325,15,0.12023947781859062,0.0671583337599872,0.08019752699828576,0.20683437396503934,0.09670735207511093,0.15135898896663033,0.14205254816323412,0.04860026418546409,0.0868511340676576,0.019386556282718924,0.0010705511484973363,0.0042038103416597306,0.01780140417998407,0.009514217329109866,0.01274782210725811,0.021553306604776667,0.006021782526774746,0.010864691400356457
371.59999999999997,6.1933333333333325,16,0.11325860971245916,0.067292371748687,0.08198348068700394,0.21109026600960457,0.10389007700769988,0.15025931003181325,0.13706311753111663,0.050474450703327144,0.08468831656828842,0.02152618705342993,0.007215067642291096,0.0071237737731264785,0.022972956778740557,0.017409099982812454,0.026007022275606518,0.030779707513258113,0.0050266765641722765,0.007846848005492226
391.7,6.528333333333333,17,0.13095104701032426,0.06564346803682783,0.07245726827227449,0.19713028199016758,0.10211639084276809,0.1498625554031434,0.15311584130162006,0.04986478318226505,0.07885836396060923,0.02164409581873267,0.00399416139972897,0.00899122787061755,0.011516621909988142,0.01114181050203567,0.01471897133692872,0.028775266541641597,0.004341721346975125,0.007080404591491633
411.79999999999995,6.863333333333332,18,0.11582976113219173,0.06446045460757847,0.08427018570485674,0.21541386249618044,0.09930463329348525,0.15424692174503005,0.13521640325841214,0.05072395297059678,0.08053382479166842,0.01343095352106802,0.005317452096426223,0.006190422360030128,0.02055256260634196,0.012927440419550814,0.013321741356902705,0.02479153610554363,0.007046672486461219,0.006782443302762311
431.9,7.198333333333333,19,0.13142366005089914,0.06681564213926182,0.07074774653351185,0.1924225950749098,0.10324304951197127,0.1513274510565565,0.15114308210722804,0.049682731848413736,0.08319404167724777,0.021898381197409538,0.005173441841220694,0.008372457528280608,0.0062442299735150746,0.01781807502587589,0.008912554024665457,0.03931935537662389,0.015119656148512392,0.009729708744594364
451.99999999999994,7.533333333333332,20,0.13810326702281217,0.06245586928443092,0.07103775194167333,0.19631464688516156,0.10130631804685171,0.1430713771135618,0.16045847707084107,0.04958516767037458,0.0776671249642928,0.037693325319178676,0.008292687072649928,0.01364269671711686,0.02137776396394124,0.007070641145261355,0.024236657745294272,0.04972063907531805,0.014362855905355543,0.010179890042024565
472.09999999999997,7.868333333333333,21,0.12182998542673044,0.06900464398733934,0.07312170354297577,0.208328337053214,0.10168011608395688,0.14754268888143038,0.14776553621721358,0.05040590837429482,0.08032108043284475,0.019733814001831662,0.007472641984950443,0.005661433445664955,0.002964438315233243,0.013739784913769622,0.022703103885090913,0.03396623076647144,0.012248170445875084,0.009781933856421425
492.19999999999993,8.203333333333331,22,0.14357188250318878,0.06152179753978887,0.06788902239586882,0.19841606384921584,0.09875502022963621,0.14264985811141004,0.1676338951509125,0.04748118768763837,0.07208127253234058,0.02725485670263739,0.004562102909582357,0.00649558314342366,0.009464789733634597,0.0050550914418249675,0.033937856364762556,0.036225912143494854,0.007039870279114864,0.01248725552418522
512.3,8.538333333333332,23,0.11954863632720684,0.06527398945962032,0.07536851374399785,0.21148384563716402,0.10057283929183868,0.15783972047344008,0.14396110307207904,0.04781569613263035,0.07813565586202281,0.00527521868286637,0.01077592739019746,0.004677245497008199,0.010609205573544223,0.011598571905562757,0.006488967788915186,0.014623387249643167,0.012879906411756133,0.005179519633905869
532.4,8.873333333333333,24,0.12974633341558758,0.05976304126628803,0.06895890253188029,0.20298428832056323,0.09894682029449477,0.15998228337334572,0.15102721272410072,0.049455626707402715,0.07913549136633702,0.03694984573139312,0.010709087893185493,0.0067991499631622765,0.026469858759205014,0.003943865097557038,0.018463197981409087,0.03638457158009522,0.008532613104764069,0.013700398557174743
552.5,9.208333333333334,25,0.1180500327276804,0.06020037130702463,0.07744973055777077,0.2137163189443602,0.10152099718933681,0.16119551324335768,0.1480720763232545,0.044547014112425155,0.07524794559478985,0.0349834232134751,0.00719797109982285,0.005381672954686977,0.01855833294964987,0.00742236911274581,0.024928352459334384,0.03970141728561708,0.006404132631598207,0.012329991038241074
572.5999999999999,9.543333333333331,26,0.11693326890341055,0.0665655983451927,0.065449941615388,0.20797216980624114,0.10844089473001077,0.16083638330355013,0.14077117319187263,0.053677044982711565,0.0793535251216225,0.022519271581534717,0.01549446453988817,0.00396341974616833,0.007509484236270976,0.018331666655878626,0.02278230168637012,0.02790481236745754,0.012780123886945927,0.006726471115005415
592.6999999999999,9.878333333333332,27,0.12240213334283649,0.061618193125931475,0.07373511714978653,0.21062276584884213,0.10563036731136806,0.15865839887541644,0.14389841668705539,0.049363559275676726,0.07407104838308676,0.03972509156107342,0.013745334462291274,0.004244972637079753,0.013664800018640934,0.01043634779568795,0.03341271506641264,0.04429988716210034,0.011894619541034757,0.01299663757080015
612.8,10.213333333333333,28,0.1138099698086636,0.06184076292449813,0.07244904725264971,0.2161204262651312,0.09996758816618889,0.16889666369846426,0.13712539948335797,0.048644866891791955,0.0811452755092543,0.03638231047553656,0.009042856832955437,0.004709364857328625,0.018190011385074378,0.014329311594741065,0.026335471820130116,0.04696259699584321,0.01114714761517413,0.012499271962786314
632.9,10.548333333333334,29,0.11912876923065113,0.07528815994533873,0.07332704328729368,0.2017952176642618,0.10980197612802689,0.13579085609033212,0.14485612668959816,0.05686740698508277,0.08314444397941477,0.02895247098229105,0.01461528584747729,0.000454333112431036,0.0038813247825594793,0.010279874569753331,0.04211169568781774,0.044696825854353917,0.020762221133049548,0.011313685052665182
